pedestrian_arrival_rate,vehicle_arrival_rate,conflicts
1000,200,11.333333333333334
1000,241,16.666666666666668
1000,282,18.666666666666668
1000,324,24.666666666666668
1000,365,15.666666666666666
1000,406,26.333333333333332
1000,448,27.333333333333332
1000,489,22.666666666666668
1000,531,26.666666666666668
1000,572,34.333333333333336
1000,613,35.333333333333336
1000,655,31.666666666666668
1000,696,32.333333333333336
1000,737,36.333333333333336
1000,779,37.666666666666664
1000,820,36.333333333333336
1000,862,43.333333333333336
1000,903,43.333333333333336
1000,944,47.0
1000,986,46.0
1000,1027,37.333333333333336
1000,1068,40.0
1000,1110,50.333333333333336
1000,1151,50.0
1000,1193,51.0
1000,1234,52.333333333333336
1000,1275,57.0
1000,1317,57.0
1000,1358,53.666666666666664
1000,1399,62.666666666666664
1172,200,13.0
1172,241,16.666666666666668
1172,282,19.0
1172,324,23.666666666666668
1172,365,23.333333333333332
1172,406,29.0
1172,448,27.0
1172,489,30.666666666666668
1172,531,31.333333333333332
1172,572,42.0
1172,613,32.333333333333336
1172,655,46.333333333333336
1172,696,43.0
1172,737,43.333333333333336
1172,779,46.0
1172,820,40.666666666666664
1172,862,43.333333333333336
1172,903,47.666666666666664
1172,944,52.333333333333336
1172,986,58.666666666666664
1172,1027,46.666666666666664
1172,1068,47.666666666666664
1172,1110,65.33333333333333
1172,1151,57.333333333333336
1172,1193,55.0
1172,1234,51.333333333333336
1172,1275,54.0
1172,1317,63.333333333333336
1172,1358,59.666666666666664
1172,1399,54.0
1344,200,16.333333333333332
1344,241,20.666666666666668
1344,282,20.0
1344,324,23.666666666666668
1344,365,27.666666666666668
1344,406,35.333333333333336
1344,448,33.333333333333336
1344,489,32.333333333333336
1344,531,40.666666666666664
1344,572,31.333333333333332
1344,613,31.333333333333332
1344,655,45.0
1344,696,42.666666666666664
1344,737,40.0
1344,779,48.333333333333336
1344,820,46.333333333333336
1344,862,44.333333333333336
1344,903,52.333333333333336
1344,944,50.333333333333336
1344,986,51.0
1344,1027,53.666666666666664
1344,1068,54.666666666666664
1344,1110,58.666666666666664
1344,1151,59.333333333333336
1344,1193,62.333333333333336
1344,1234,57.666666666666664
1344,1275,60.666666666666664
1344,1317,69.33333333333333
1344,1358,69.33333333333333
1344,1399,68.0
1517,200,15.666666666666666
1517,241,18.333333333333332
1517,282,24.333333333333332
1517,324,22.333333333333332
1517,365,25.333333333333332
1517,406,32.333333333333336
1517,448,33.0
1517,489,30.0
1517,531,36.0
1517,572,40.0
1517,613,42.666666666666664
1517,655,39.666666666666664
1517,696,47.666666666666664
1517,737,49.666666666666664
1517,779,46.0
1517,820,53.0
1517,862,54.333333333333336
1517,903,54.0
1517,944,56.333333333333336
1517,986,60.666666666666664
1517,1027,62.0
1517,1068,60.333333333333336
1517,1110,63.0
